CSC 103,TEST I,,,,,,TEST II,,,,,,QUIZZES,,,,,LABS,,,,,,,TOTAL,"FINAL 
EXAM",,,,,,,TOTAL,Grade
SEC,Q1,Q2,Q3,Q4,T1,T1,Q1,Q2,Q3,Q4,T2,T2,Q1,Q2,PQ1,PQ2,Quiz,A1,A2,A3,A4,A5,A6,Lab,,Q1,Q2,Q3,Q4,Q5,Final,Final,,
,8,10,10,12,40,20%,6,6,12,16,40,20%,10,10,10,10,10%,10,10,10,10,10,10,10%,60%,16,14,16,14,20,80,40%,100%,
9,8.0,10.0,10.0,12.0,40.0,20.0,6.0,6.0,12.0,16.0,40.0,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,60.0,15.5,14.0,15.5,13.5,16.0,74.5,37.3,97,A
9,4.0,0.5,4.0,4.0,12.5,6.3,0.5,0.0,0.0,1.0,1.5,0.8,2.0,,3.0,,1.3,10.0,10.0,10.0,,,,5.0,13.3,,,,,,,,,W
9,0.0,4.3,7.5,2.0,13.8,6.9,2.3,0.0,3.0,0.0,5.3,2.6,10.0,8.5,10.0,6.0,8.5,10.0,10.0,7.0,10.0,10.0,10.0,9.5,27.5,11.8,1.0,1.5,0.0,1.0,15.3,7.6,35,F
9,8.0,8.0,10.0,12.0,38.0,19.0,4.0,6.0,12.0,15.0,37.0,18.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,57.5,13.0,11.0,16.0,9.0,18.0,67.0,33.5,91,A
9,8.0,6.5,6.5,10.0,31.0,15.5,3.0,3.0,7.0,7.0,20.0,10.0,8.5,6.5,7.0,6.0,6.9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,42.4,8.8,6.0,10.5,0.0,7.0,32.3,16.1,59,D
9,8.0,9.7,10.0,12.0,39.7,19.9,6.0,6.0,12.0,15.8,39.8,19.9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,59.7,16.0,14.0,16.0,7.0,17.0,70.0,35.0,95,A
9,3.0,4.2,4.0,11.0,22.2,11.1,6.0,5.0,8.8,4.0,23.8,11.9,10.0,8.5,7.0,6.0,7.6,10.0,10.0,10.0,10.0,10.0,10.0,10.0,40.6,7.0,4.0,9.5,1.0,3.0,24.5,12.3,53,F
9,8.0,4.7,9.0,11.5,33.2,16.6,4.0,4.3,9.3,3.0,20.5,10.3,10.0,5.5,8.0,6.0,7.3,10.0,10.0,10.0,5.0,5.0,,6.7,40.8,2.0,2.0,0.0,0.0,1.0,5.0,2.5,43,F
9,6.0,9.1,6.5,11.0,32.6,16.3,6.0,5.0,11.0,6.0,28.0,14.0,10.0,8.0,10.0,6.0,8.4,10.0,10.0,10.0,10.0,10.0,10.0,10.0,48.7,10.0,7.0,13.5,3.0,3.0,36.5,18.3,67,C-
9,8.0,5.1,6.5,10.0,29.6,14.8,4.5,5.5,7.5,7.0,24.5,12.3,10.0,10.0,8.0,7.0,8.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,45.6,9.5,5.0,9.5,1.5,6.0,31.5,15.8,61,D
9,7.0,5.5,7.5,11.0,31.0,15.5,3.5,4.0,9.3,9.0,25.8,12.9,10.0,10.0,6.0,6.0,7.6,10.0,10.0,10.0,10.0,10.0,10.0,10.0,46.0,6.0,10.0,11.0,4.0,5.0,36.0,18.0,64,D+
9,2.0,0.0,0.5,1.0,3.5,1.8,,,,,0.0,0.0,,,1.0,,0.3,10.0,,,,,,1.7,3.7,,,,,,,,,W
9,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,10.0,,,,,,1.7,1.7,,,,,,,,,W
9,6.0,7.1,6.5,11.0,30.6,15.3,5.5,4.0,9.8,9.0,28.3,14.1,10.0,10.0,10.0,8.0,9.4,10.0,10.0,10.0,10.0,10.0,10.0,10.0,48.8,12.3,13.0,15.5,7.0,14.0,61.8,30.9,80,B
9,2.0,3.1,3.0,5.0,13.1,6.5,1.0,2.0,2.5,3.0,8.5,4.3,10.0,9.0,7.0,7.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,28.8,5.3,1.5,6.5,1.0,1.0,15.3,7.6,36,F
9,8.0,8.1,7.5,12.0,35.6,17.8,6.0,6.0,11.8,15.0,38.8,19.4,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,57.2,14.3,9.0,15.0,13.0,16.0,67.3,33.6,91,A
9,6.0,6.4,3.0,7.5,22.9,11.4,6.0,4.5,3.5,0.0,14.0,7.0,8.0,4.0,8.0,6.0,6.6,10.0,10.0,10.0,10.0,10.0,10.0,10.0,35.0,6.0,0.0,0.0,0.0,3.0,9.0,4.5,40,F
9,2.0,2.2,3.0,5.0,12.2,6.1,4.5,5.5,2.8,3.0,15.8,7.9,7.5,,6.0,,3.3,10.0,10.0,10.0,10.0,,,6.7,24.0,,,,,,,,,W
9,6.0,9.4,7.0,12.0,34.4,17.2,6.0,6.0,12.0,14.0,38.0,19.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,56.2,16.0,14.0,15.5,8.0,14.5,68.0,34.0,90,A
9,6.0,2.2,6.5,10.5,25.2,12.6,6.0,3.5,7.8,2.0,19.3,9.6,10.0,8.0,10.0,7.0,8.7,10.0,10.0,10.0,10.0,10.0,10.0,10.0,40.9,4.8,3.0,3.0,0.0,1.0,11.8,5.9,47,F
9,8.0,9.7,10.0,11.0,38.7,19.4,6.0,6.0,11.8,15.0,38.8,19.4,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,58.7,16.0,14.0,15.0,14.0,16.0,75.0,37.5,96,A
9,6.0,3.5,8.5,11.0,29.0,14.5,6.0,5.5,7.8,9.0,28.3,14.1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,9.2,47.8,10.8,7.0,14.5,8.0,13.0,53.3,26.6,74,C+
9,4.0,8.5,6.5,10.0,29.0,14.5,5.5,5.5,11.3,6.0,28.3,14.1,9.0,9.0,10.0,6.0,8.4,10.0,7.0,5.0,10.0,10.0,5.0,7.8,44.8,12.5,10.0,15.5,14.0,17.0,69.0,34.5,79,B-
9,8.0,9.0,10.0,12.0,39.0,19.5,6.0,6.0,11.8,13.0,36.8,18.4,10.0,9.5,10.0,9.0,9.6,10.0,10.0,10.0,10.0,10.0,10.0,10.0,57.5,12.3,13.0,16.0,13.5,18.0,72.8,36.4,94,A
9,6.0,7.6,8.5,12.0,34.1,17.0,6.0,4.0,10.3,8.0,28.3,14.1,10.0,8.0,10.0,9.0,9.3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,50.5,7.3,8.0,11.5,2.0,3.0,31.8,15.9,66,D+
9,8.0,8.2,10.0,11.0,37.2,18.6,6.0,6.0,12.0,15.8,39.8,19.9,10.0,9.5,10.0,10.0,9.9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,58.4,15.0,14.0,16.0,9.5,19.0,73.5,36.8,95,A
9,8.0,3.9,8.0,8.0,27.9,13.9,3.5,4.5,11.8,5.0,24.8,12.4,10.0,10.0,8.0,8.0,8.8,10.0,10.0,10.0,10.0,5.0,10.0,9.2,44.3,6.5,2.0,4.0,5.0,4.0,21.5,10.8,55,F
10,6.0,6.3,6.0,11.0,29.3,14.7,2.0,4.5,3.5,5.0,15.0,7.5,0.0,6.0,10.0,10.0,7.2,10.0,10.0,10.0,10.0,10.0,0.0,8.3,37.7,14.5,12.0,11.5,4.0,12.0,54.0,27.0,65,D+
10,8.0,9.0,8.0,12.0,37.0,18.5,6.0,4.0,8.5,12.0,30.5,15.3,9.5,0.0,10.0,10.0,7.9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,51.6,11.0,9.0,15.0,3.0,7.0,45.0,22.5,74,C+
10,8.0,4.7,8.0,11.0,31.7,15.8,5.5,6.0,11.0,13.0,35.5,17.8,6.0,0.0,10.0,9.0,6.9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,50.5,7.5,5.0,10.0,4.0,13.0,39.5,19.8,70,C
10,3.0,2.1,2.0,4.0,11.1,5.6,3.0,1.5,3.5,5.0,13.0,6.5,5.5,0.0,10.0,9.0,6.8,10.0,10.0,10.0,10.0,10.0,0.0,8.3,27.2,4.5,4.0,0.0,1.5,2.0,12.0,6.0,33,F
10,6.0,5.7,6.0,9.0,26.7,13.3,1.5,3.0,3.0,6.0,13.5,6.8,4.0,0.0,10.0,0.0,3.8,10.0,10.0,10.0,10.0,10.0,0.0,8.3,32.2,,,,,,,,,F
10,8.0,8.7,7.5,12.0,36.2,18.1,6.0,5.5,10.0,13.0,34.5,17.3,5.0,8.0,10.0,10.0,8.6,10.0,10.0,10.0,10.0,9.0,0.0,8.2,52.1,13.5,8.5,15.0,6.0,15.0,58.0,29.0,81,B
10,6.0,3.8,4.0,4.0,17.8,8.9,3.0,0.0,1.0,1.0,5.0,2.5,3.0,0.0,10.0,0.0,3.6,10.0,0.0,10.0,0.0,0.0,0.0,3.3,18.3,,,,,,,,,W
10,8.0,9.0,10.0,12.0,39.0,19.5,5.0,6.0,12.0,13.0,36.0,18.0,9.5,10.0,10.0,10.0,9.9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,57.4,15.8,11.0,13.0,14.0,12.0,65.8,32.9,90,A
10,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,,,,,,,,,F
10,5.0,0.2,6.0,6.0,17.2,8.6,3.5,2.5,1.5,6.0,13.5,6.8,0.0,1.0,10.0,9.0,5.9,10.0,10.0,10.0,10.0,0.0,10.0,8.3,29.6,8.0,6.0,2.5,0.0,2.0,18.5,9.3,39,F
10,8.0,6.3,8.0,11.0,33.3,16.7,5.0,4.0,5.5,8.0,22.5,11.3,9.5,0.0,10.0,0.0,4.9,10.0,10.0,10.0,0.0,0.0,0.0,5.0,37.8,8.8,4.8,6.5,1.0,3.0,24.0,12.0,50,F
10,8.0,4.7,9.5,12.0,34.2,17.1,6.0,4.8,12.0,14.0,36.8,18.4,8.5,9.0,10.0,10.0,9.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,55.0,14.3,10.5,7.5,5.0,8.0,45.3,22.6,78,B-
10,8.0,7.5,6.5,11.0,33.0,16.5,5.5,5.5,6.5,12.0,29.5,14.8,9.5,4.0,10.0,10.0,8.7,10.0,10.0,10.0,10.0,9.0,10.0,9.8,49.8,6.0,11.0,12.5,2.0,11.0,42.5,21.3,71,C
10,6.0,6.5,6.0,11.0,29.5,14.7,5.0,2.5,11.0,15.0,33.5,16.8,10.0,10.0,10.0,9.0,9.7,10.0,10.0,10.0,10.0,8.0,10.0,9.7,50.8,10.5,11.0,13.0,8.5,3.0,46.0,23.0,74,C+
10,6.0,6.5,7.0,11.0,30.5,15.2,3.5,4.0,2.0,9.0,18.5,9.3,6.0,6.0,9.0,9.0,7.8,10.0,10.0,10.0,10.0,9.0,10.0,9.8,42.1,8.0,5.5,8.5,4.0,7.0,33.0,16.5,59,D
10,8.0,6.7,8.5,11.0,34.2,17.1,6.0,6.0,7.5,11.0,30.5,15.3,9.0,8.0,10.0,10.0,9.4,10.0,10.0,10.0,10.0,9.0,10.0,9.8,51.6,15.3,10.5,16.0,12.0,15.0,68.8,34.4,86,B+
10,7.0,4.8,6.5,11.0,29.3,14.7,4.5,3.0,4.5,12.0,24.0,12.0,7.5,10.0,10.0,10.0,9.5,10.0,10.0,10.0,0.0,9.0,0.0,6.5,42.7,8.5,5.5,9.5,1.0,7.0,31.5,15.8,58,D
10,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,W
10,8.0,7.2,10.0,9.0,34.2,17.1,3.5,2.0,6.0,8.0,19.5,9.8,7.0,0.0,10.0,10.0,7.4,10.0,10.0,10.0,10.0,9.0,10.0,9.8,44.1,11.5,11.0,11.5,6.5,9.0,49.5,24.8,69,C-
10,6.0,6.9,9.0,11.0,32.9,16.4,4.0,5.0,7.0,13.0,29.0,14.5,10.0,9.0,10.0,10.0,9.8,10.0,10.0,10.0,10.0,10.0,10.0,10.0,50.7,14.3,13.0,4.5,7.0,10.0,48.8,24.4,75,C+
10,3.0,5.6,4.0,1.0,13.6,6.8,,,,,0.0,0.0,4.0,0.0,10.0,9.0,6.5,0.0,10.0,10.0,0.0,0.0,0.0,3.3,16.6,,,,,,,,,F
10,6.0,5.9,4.5,9.0,25.4,12.7,3.0,4.5,3.0,10.0,20.5,10.3,9.0,0.0,10.0,10.0,7.8,10.0,10.0,10.0,10.0,9.0,10.0,9.8,40.6,11.0,8.8,13.0,2.0,2.0,36.8,18.4,59,D
10,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,F
10,6.0,0.4,4.0,4.0,14.4,7.2,3.5,2.0,3.0,7.0,15.5,7.8,5.0,1.0,10.0,10.0,7.2,10.0,10.0,10.0,10.0,10.0,10.0,10.0,32.2,7.8,4.0,1.5,1.5,2.0,16.8,8.4,41,F
10,8.0,4.6,6.0,10.5,29.1,14.5,3.0,6.0,3.0,8.0,20.0,10.0,8.5,7.0,10.0,9.0,8.8,10.0,10.0,10.0,10.0,10.0,10.0,10.0,43.3,7.0,4.0,9.0,6.0,3.0,29.0,14.5,58,D
10,8.0,6.6,7.5,10.0,32.1,16.0,3.5,3.0,3.5,8.0,18.0,9.0,4.0,0.0,10.0,10.0,6.8,10.0,10.0,10.0,10.0,10.0,10.0,10.0,41.8,6.5,7.0,6.0,0.0,2.0,21.5,10.8,53,F
10,6.0,8.7,6.0,12.0,32.7,16.4,6.0,6.0,12.0,12.0,36.0,18.0,5.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,53.4,14.5,12.5,16.0,5.0,10.0,58.0,29.0,82,B
10,4.0,0.0,0.5,0.0,4.5,2.3,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.7,3.9,,,,,,,,,W
10,8.0,8.0,7.0,9.5,32.5,16.3,6.0,5.5,9.5,13.0,34.0,17.0,9.5,9.0,10.0,10.0,9.7,10.0,10.0,10.0,10.0,10.0,0.0,8.3,51.3,14.5,8.0,15.5,4.5,9.0,51.5,25.8,77,B-
10,8.0,6.3,9.0,11.0,34.3,17.1,6.0,6.0,7.5,13.0,32.5,16.3,10.0,0.0,10.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,51.4,12.5,11.5,16.0,8.0,13.0,61.0,30.5,82,B
10,6.0,9.3,8.5,11.0,34.8,17.4,6.0,6.0,12.0,14.0,38.0,19.0,10.0,9.0,10.0,10.0,9.8,10.0,10.0,10.0,10.0,9.0,10.0,9.8,56.0,14.0,13.5,15.5,10.0,14.0,67.0,33.5,90,A
10,4.0,6.5,6.5,11.0,28.0,14.0,6.0,5.0,5.5,12.0,28.5,14.3,10.0,8.0,10.0,10.0,9.6,10.0,0.0,10.0,10.0,10.0,10.0,8.3,46.2,12.0,12.0,13.5,7.0,14.0,58.5,29.3,75,C+
10,8.0,9.2,10.0,11.0,38.2,19.1,6.0,6.0,12.0,8.0,32.0,16.0,5.0,10.0,10.0,10.0,9.0,10.0,10.0,0.0,10.0,10.0,10.0,8.3,52.4,16.0,9.0,16.0,12.5,16.0,69.5,34.8,87,A-
10,2.0,6.8,6.5,1.0,16.3,8.1,6.0,4.0,7.5,8.0,25.5,12.8,8.0,0.0,10.0,0.0,4.6,10.0,10.0,10.0,10.0,0.0,0.0,6.7,32.1,11.5,0.5,11.0,1.5,1.0,25.5,12.8,45,F
10,6.0,9.6,7.0,12.0,34.6,17.3,6.0,5.0,6.0,11.0,28.0,14.0,10.0,0.0,10.0,9.0,7.7,10.0,10.0,10.0,10.0,0.0,10.0,8.3,47.3,14.3,13.0,12.5,6.5,10.0,56.3,28.1,75,C+
10,8.0,9.9,7.0,10.5,35.4,17.7,6.0,6.0,11.0,13.0,36.0,18.0,5.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,54.7,14.5,14.0,16.0,11.0,7.0,62.5,31.3,86,B+
11,6.0,2.1,2.0,5.0,15.1,7.5,6.0,0.0,2.5,3.0,11.5,5.8,0.0,0.0,6.0,0.0,1.8,10.0,10.0,10.0,0.0,0.0,0.0,5.0,20.1,,,,,,,,,W
11,8.0,9.9,10.0,12.0,39.9,19.9,6.0,5.0,8.8,14.0,33.8,16.9,9.5,8.0,10.0,10.0,9.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,56.3,10.3,8.0,12.0,2.0,13.0,45.3,22.6,79,B-
11,8.0,5.2,9.0,12.0,34.2,17.1,4.5,5.8,5.5,10.0,25.8,12.9,7.0,6.0,10.0,9.0,8.3,10.0,10.0,0.0,0.0,0.0,0.0,3.3,41.6,9.0,3.5,1.5,2.0,3.0,19.0,9.5,51,F
11,8.0,9.1,6.0,10.0,33.1,16.6,3.0,1.0,3.3,4.0,11.3,5.6,0.0,3.0,10.0,7.5,5.9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,38.0,8.0,4.0,10.0,3.0,2.0,27.0,13.5,52,F
11,8.0,6.0,7.0,11.0,32.0,16.0,0.0,0.0,7.5,9.0,16.5,8.3,0.0,8.0,10.0,9.0,7.3,0.0,0.0,10.0,10.0,10.0,10.0,6.7,38.2,6.0,9.3,1.5,0.0,7.0,23.8,11.9,50,F
11,4.5,6.4,7.5,12.0,30.4,15.2,4.5,4.0,10.3,12.0,30.8,15.4,9.0,8.0,8.0,8.0,8.2,10.0,10.0,10.0,10.0,10.0,10.0,10.0,48.8,9.3,7.0,9.0,0.0,5.0,30.3,15.1,64,D+
11,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,F
11,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,W
11,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,W
11,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,W
11,7.0,5.1,8.5,10.0,30.6,15.3,6.0,6.0,11.5,13.0,36.5,18.3,10.0,8.0,9.0,8.0,8.7,10.0,10.0,10.0,10.0,10.0,10.0,10.0,52.2,9.5,7.8,15.0,9.0,14.0,55.3,27.6,80,B
11,7.5,8.9,10.0,11.0,37.4,18.7,6.0,6.0,11.8,12.0,35.8,17.9,10.0,7.0,10.0,10.0,9.4,10.0,0.0,10.0,10.0,10.0,10.0,8.3,54.3,12.5,10.5,16.0,6.5,13.0,58.5,29.3,84,B+
11,5.3,3.1,3.0,1.0,12.3,6.2,3.0,0.5,2.0,1.0,6.5,3.3,0.0,0.0,9.0,0.0,2.7,10.0,10.0,10.0,0.0,0.0,0.0,5.0,17.1,,,,,,,,,W
11,7.8,9.5,10.0,12.0,39.2,19.6,6.0,6.0,12.0,16.0,40.0,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,59.6,16.0,10.5,16.0,10.0,13.0,65.5,32.8,92,A
11,4.0,6.3,9.0,11.0,30.3,15.2,6.0,5.0,11.0,12.0,34.0,17.0,9.5,7.0,7.5,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,50.1,14.3,10.5,15.0,6.5,12.0,58.3,29.1,79,B-
11,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,F
11,7.5,5.3,6.5,10.5,29.8,14.9,3.0,3.0,11.0,11.0,28.0,14.0,10.0,8.0,10.0,10.0,9.6,10.0,10.0,10.0,0.0,10.0,10.0,8.3,46.8,5.5,11.5,13.5,5.0,15.0,50.5,25.3,72,C
11,8.0,8.2,10.0,12.0,38.2,19.1,5.5,6.0,11.5,11.0,34.0,17.0,10.0,7.0,9.5,10.0,9.3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,55.3,14.3,12.5,15.0,12.0,14.0,67.8,33.9,89,A-
11,7.5,6.8,8.5,12.0,34.8,17.4,5.0,6.0,9.8,11.0,31.8,15.9,8.0,10.0,10.0,9.0,9.3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,52.6,13.3,8.5,16.0,5.0,16.0,58.8,29.4,82,B
11,8.0,8.5,9.0,12.0,37.5,18.8,6.0,6.0,11.5,16.0,39.5,19.8,10.0,9.0,10.0,9.0,9.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,58.0,14.5,12.5,16.0,12.0,12.0,67.0,33.5,92,A
11,8.0,5.7,6.5,8.0,28.2,14.1,3.3,3.8,8.3,9.0,24.3,12.1,9.0,8.5,6.0,6.0,7.1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,43.3,12.3,8.0,11.5,4.0,7.0,42.8,21.4,65,D+
11,8.0,9.7,8.0,10.0,35.7,17.9,6.0,6.0,9.3,11.0,32.3,16.1,10.0,10.0,9.0,9.0,9.4,10.0,10.0,10.0,10.0,10.0,10.0,10.0,53.4,13.8,8.0,16.0,8.0,13.0,58.8,29.4,83,B
11,8.0,9.0,8.0,12.0,37.0,18.5,6.0,6.0,12.0,14.0,38.0,19.0,10.0,8.0,10.0,10.0,9.6,10.0,10.0,10.0,10.0,10.0,10.0,10.0,57.1,15.8,11.0,16.0,11.0,17.0,70.8,35.4,92,A
11,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,W
11,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,W
11,8.0,8.9,8.0,12.0,36.9,18.4,6.0,5.0,9.0,10.0,30.0,15.0,10.0,9.5,10.0,7.5,9.2,10.0,10.0,10.0,10.0,10.0,10.0,10.0,52.6,11.0,11.0,9.0,5.0,10.0,46.0,23.0,76,C+
11,2.0,7.8,6.0,10.0,25.8,12.9,6.0,5.0,11.8,14.0,36.8,18.4,8.0,8.0,10.0,10.0,9.2,10.0,10.0,10.0,10.0,10.0,10.0,10.0,50.5,15.3,13.5,14.5,14.0,13.0,70.3,35.1,86,B+
11,8.0,7.5,7.0,12.0,34.5,17.3,6.0,6.0,7.0,12.0,31.0,15.5,9.0,6.0,7.0,10.0,8.1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,50.9,11.0,9.0,14.0,5.0,11.0,50.0,25.0,76,C+
11,5.3,8.0,7.5,11.5,32.2,16.1,4.5,6.0,9.5,10.0,30.0,15.0,9.5,0.0,2.0,0.0,2.5,10.0,10.0,10.0,10.0,0.0,0.0,6.7,40.3,13.5,8.5,10.0,5.5,5.0,42.5,21.3,62,D
11,7.8,5.4,10.0,11.0,34.1,17.1,4.0,6.0,8.8,13.0,31.8,15.9,8.0,10.0,10.0,9.0,9.3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,52.2,10.0,9.5,14.5,5.0,13.0,52.0,26.0,78,B-
11,5.5,5.4,7.0,8.5,26.4,13.2,3.8,6.0,8.3,11.0,29.0,14.5,9.0,8.0,8.0,8.0,8.2,10.0,10.0,0.0,10.0,10.0,10.0,8.3,44.2,8.3,8.0,12.5,4.5,5.0,38.3,19.1,63,D
11,8.0,9.7,10.0,12.0,39.7,19.9,6.0,6.0,12.0,6.0,30.0,15.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,54.9,16.0,13.0,16.0,13.5,7.0,65.5,32.8,88,A-
11,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,F
11,8.0,6.9,10.0,12.0,36.9,18.4,6.0,6.0,11.8,14.0,37.8,18.9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,57.3,14.3,10.5,14.0,9.0,17.0,64.8,32.4,90,A
12,8.0,6.2,9.5,11.0,34.7,17.4,1.0,6.0,11.5,10.0,28.5,14.3,4.0,,10.0,,3.8,10.0,,,,,,1.7,37.1,,,,,,,,,W
12,2.0,3.2,2.5,2.5,10.2,5.1,2.5,4.5,1.0,3.0,11.0,5.5,3.0,,,,0.6,,,,,,,0.0,11.2,,,,,,,,,W
12,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,F
12,0.0,0.1,0.0,0.0,0.1,0.1,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.1,,,,,,,,,W
12,8.0,10.0,10.0,11.5,39.5,19.8,6.0,6.0,12.0,16.0,40.0,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,59.8,15.0,14.0,16.0,12.0,16.0,73.0,36.5,96,A
12,8.0,6.2,3.0,9.0,26.2,13.1,2.0,0.0,3.3,3.0,8.3,4.1,2.8,2.5,4.0,10.0,5.3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,32.5,5.0,2.0,0.0,0.0,0.0,7.0,3.5,36,F
12,7.5,3.5,7.0,4.0,22.0,11.0,4.5,4.0,5.3,11.0,24.8,12.4,4.0,4.8,5.0,5.0,4.8,10.0,10.0,,10.0,,10.0,6.7,34.8,9.5,7.5,6.5,1.0,3.0,27.5,13.8,49,F
12,8.0,6.1,8.0,10.0,32.1,16.0,6.0,6.0,9.5,12.0,33.5,16.8,7.0,7.0,8.0,9.0,7.9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,50.7,9.3,11.0,7.5,4.5,12.0,44.3,22.1,73,C
12,4.0,0.3,2.5,2.5,9.3,4.6,3.0,4.5,3.5,4.0,15.0,7.5,3.8,4.3,8.0,10.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,29.1,8.5,3.5,14.5,0.0,2.0,28.5,14.3,43,F
12,6.8,6.3,8.0,11.0,32.1,16.0,3.5,2.0,8.8,9.0,23.3,11.6,4.3,4.5,8.0,10.0,7.2,10.0,10.0,10.0,10.0,10.0,10.0,10.0,44.8,10.0,8.5,12.0,4.5,12.0,47.0,23.5,68,C-
12,6.0,6.8,7.0,12.0,31.8,15.9,3.5,4.3,10.8,14.0,32.5,16.3,6.8,7.0,8.0,10.0,8.2,10.0,10.0,10.0,10.0,10.0,10.0,10.0,50.3,11.8,8.0,4.5,2.5,16.0,42.8,21.4,72,C
12,7.0,4.3,3.5,9.5,24.3,12.1,5.0,6.0,4.0,10.0,25.0,12.5,3.8,10.0,0.0,9.0,5.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,40.1,10.3,3.8,8.5,0.0,5.0,27.5,13.8,54,F
12,8.0,4.1,8.0,10.0,30.1,15.0,6.0,2.8,6.5,12.0,27.3,13.6,10.0,7.3,10.0,10.0,9.5,10.0,10.0,10.0,,10.0,10.0,8.3,46.4,15.0,5.8,6.5,3.0,7.0,37.3,18.6,65,D+
