CSC 103,TEST I,,,,,,TEST II,,,,,,QUIZZES,,,,,LABS,,,,,,,TOTAL,"FINAL 
EXAM",,,,,,,TOTAL,Grade
SEC,Q1,Q2,Q3,Q4,T1,T1,Q1,Q2,Q3,Q4,T2,T2,Q1,Q2,PQ1,PQ2,Quiz,A1,A2,A3,A4,A5,A6,Lab,,Q1,Q2,Q3,Q4,Q5,Final,Final,,
,8,10,10,12,40,20%,6,6,12,16,40,20%,10,10,10,10,10%,10,10,10,10,10,10,10%,60%,16,14,16,14,20,80,40%,100%,
2,5.0,2.7,4.0,3.0,14.7,7.4,1.0,0.0,3.0,7.0,11.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,0.0,0.0,1.2,14.1,,,,,,,,,W
2,8.0,5.6,6.0,11.5,31.1,15.5,5.3,3.5,5.0,7.0,20.8,10.4,8.5,0.0,0.0,10.0,4.7,0.0,0.0,10.0,0.0,0.0,0.0,1.7,32.3,,,,,,,,,WE
2,8.0,2.9,4.0,5.0,19.9,10.0,6.0,4.0,3.5,2.0,15.5,7.8,4.5,4.0,8.8,10.0,7.3,9.8,10.0,10.0,0.0,10.0,9.8,8.3,33.3,5.5,0.0,0.0,1.0,0.0,6.5,3.3,37,F
2,8.0,9.0,8.0,12.0,37.0,18.5,4.5,6.0,12.0,15.0,37.5,18.8,9.5,10.0,10.0,7.5,9.2,10.0,10.0,10.0,10.0,10.0,10.0,10.0,56.4,12.5,13.8,16.0,13.0,15.0,70.3,35.1,92,A
2,8.0,6.4,7.0,11.0,32.4,16.2,4.5,5.5,6.0,8.0,24.0,12.0,0.0,0.0,9.0,0.0,2.7,10.0,0.0,0.0,0.0,0.0,0.0,1.7,32.6,,,,,,,,,W
2,8.0,7.6,5.0,12.0,32.6,16.3,6.0,6.0,11.5,12.5,36.0,18.0,9.5,7.0,9.0,0.0,6.0,9.8,10.0,10.0,10.0,10.0,10.0,10.0,50.2,11.5,12.5,15.5,14.0,17.0,70.5,35.3,85,B+
2,8.0,3.4,7.5,9.0,27.9,13.9,3.5,5.0,9.0,8.0,25.5,12.8,8.0,0.0,9.5,0.0,4.5,9.5,10.0,10.0,0.0,10.0,10.0,8.3,39.4,13.5,11.3,13.5,4.5,8.0,50.8,25.4,65,D+
2,8.0,5.0,9.0,11.0,33.0,16.5,,,,,0.0,0.0,0.0,0.0,9.8,0.0,2.9,0.0,10.0,10.0,0.0,0.0,0.0,3.3,22.7,,,,,,,,,W
2,5.0,4.1,7.0,11.0,27.1,13.5,3.0,3.5,4.0,11.0,21.5,10.8,10.0,10.0,5.8,9.3,8.5,10.0,10.0,10.0,0.0,10.0,10.0,8.3,41.1,10.0,4.8,10.5,0.0,8.0,33.3,16.6,58,D
2,6.0,7.4,7.5,10.0,30.9,15.5,6.0,6.0,11.8,14.0,37.8,18.9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,54.3,15.0,14.0,15.0,13.0,18.0,75.0,37.5,92,A
2,8.0,9.7,8.0,11.0,36.7,18.4,6.0,3.0,11.3,14.0,34.3,17.1,10.0,3.0,8.8,8.0,7.6,10.0,0.0,10.0,10.0,10.0,10.0,8.3,51.4,15.5,14.0,16.0,7.0,13.0,65.5,32.8,84,B+
2,5.0,5.1,6.0,11.0,27.1,13.5,6.0,3.5,5.0,12.0,26.5,13.3,8.5,0.0,8.5,10.0,7.3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,44.0,9.5,10.5,11.0,4.0,7.0,42.0,21.0,65,D+
2,6.0,6.8,8.0,12.0,32.8,16.4,6.0,5.5,10.8,10.0,32.3,16.1,9.0,7.0,8.3,10.0,8.7,10.0,10.0,10.0,10.0,10.0,10.0,10.0,51.2,10.0,11.5,13.5,4.0,6.0,45.0,22.5,74,C+
2,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,W
2,4.0,8.3,10.0,10.5,32.8,16.4,6.0,5.5,10.8,12.0,34.3,17.1,10.0,10.0,10.0,7.5,9.3,9.8,10.0,10.0,10.0,10.0,9.8,9.9,52.7,15.0,8.5,16.0,13.0,12.0,64.5,32.3,85,B+
2,,,,,0.0,0.0,,,,,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,W
2,8.0,9.9,9.0,12.0,38.9,19.4,6.0,6.0,12.0,16.0,40.0,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,59.4,15.0,13.5,16.0,7.0,17.0,68.5,34.3,94,A
2,8.0,9.7,10.0,11.5,39.2,19.6,6.0,6.0,11.8,14.0,37.8,18.9,9.5,9.0,10.0,10.0,9.7,9.8,10.0,10.0,10.0,10.0,10.0,10.0,58.1,14.0,10.5,14.0,9.0,18.0,65.5,32.8,91,A
2,8.0,6.2,8.0,8.5,30.7,15.4,3.5,4.5,10.5,11.0,29.5,14.8,5.0,0.0,9.8,4.0,5.1,9.5,10.0,10.0,0.0,10.0,10.0,8.3,43.5,10.0,5.3,1.5,0.0,2.0,18.8,9.4,53,F
2,8.0,5.5,7.5,11.0,32.0,16.0,6.0,6.0,11.5,11.0,34.5,17.3,8.0,10.0,10.0,7.0,8.7,10.0,10.0,10.0,10.0,10.0,10.0,10.0,52.0,13.0,8.0,16.0,9.5,14.0,60.5,30.3,82,B
2,8.0,8.5,7.0,11.0,34.5,17.2,6.0,5.0,12.0,10.0,33.0,16.5,0.0,7.0,8.5,6.0,5.8,9.5,10.0,10.0,10.0,10.0,10.0,9.9,49.4,9.5,10.0,14.0,1.0,8.0,42.5,21.3,71,C
2,8.0,4.5,7.0,10.0,29.5,14.8,5.0,5.8,11.5,10.0,32.3,16.1,6.5,0.0,8.8,10.0,6.9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,47.8,14.5,3.5,10.0,6.0,12.0,46.0,23.0,71,C
3,8.0,9.9,10.0,12.0,39.9,19.9,6.0,6.0,11.0,14.0,37.0,18.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,58.4,14.5,11.3,16.0,7.0,15.0,63.8,31.9,90,A
3,6.0,5.9,9.0,1.0,21.9,10.9,3.5,0.5,2.0,0.0,6.0,3.0,0.0,0.0,,,0.0,10.0,10.0,10.0,,,,5.0,18.9,,,,,,,,,W
3,5.0,3.0,2.0,8.0,18.0,9.0,4.5,1.5,2.5,0.0,8.5,4.3,10.0,10.0,5.0,10.0,8.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,31.8,6.5,8.3,1.0,0.0,0.0,15.8,7.9,40,F
3,6.0,4.3,7.0,11.0,28.3,14.2,6.0,3.0,3.5,8.0,20.5,10.3,10.0,10.0,10.0,7.0,9.1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,43.5,8.0,5.0,13.5,1.0,4.0,31.5,15.8,59,D
3,8.0,8.4,10.0,11.0,37.4,18.7,6.0,3.5,8.5,11.0,29.0,14.5,10.0,10.0,10.0,8.0,9.4,10.0,10.0,10.0,10.0,10.0,9.0,9.8,52.4,11.5,7.0,15.5,5.5,14.0,53.5,26.8,79,B-
3,6.0,7.7,10.0,11.0,34.7,17.4,5.0,6.0,11.0,11.0,33.0,16.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,53.9,9.5,11.3,15.0,3.5,3.0,42.3,21.1,75,C+
3,6.0,7.3,7.0,11.0,31.3,15.7,4.0,0.0,4.5,9.0,17.5,8.8,9.0,9.0,,10.0,6.6,,10.0,10.0,,,,3.3,34.3,11.5,6.5,4.5,1.0,3.0,26.5,13.3,48,F
3,8.0,9.7,9.0,11.0,37.7,18.8,6.0,6.0,9.5,9.0,30.5,15.3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,54.1,8.5,11.0,14.5,10.0,17.0,61.0,30.5,85,B+
3,8.0,3.7,7.5,9.0,28.2,14.1,2.0,1.0,0.0,2.0,5.0,2.5,9.5,10.0,10.0,10.0,9.9,10.0,10.0,10.0,10.0,,,6.7,33.1,3.5,1.0,1.5,0.0,2.0,8.0,4.0,37,F
3,8.0,10.0,10.0,12.0,40.0,20.0,6.0,6.0,12.0,14.0,38.0,19.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,59.0,14.5,13.0,16.0,12.0,18.0,73.5,36.8,96,A
3,6.0,8.3,10.0,11.0,35.3,17.7,,,,,17.8,8.9,10.0,9.5,10.0,10.0,9.9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,46.4,6.0,8.5,15.5,3.5,2.0,35.5,17.8,64,D+
3,5.0,6.5,10.0,12.0,33.5,16.8,,,,,0.0,0.0,,,,,0.0,10.0,10.0,,,,,3.3,20.1,,,,,,,,,W
3,8.0,7.50,7.0,5.0,27.5,13.8,6.0,5.0,7.5,8.5,27.0,13.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,47.3,10.5,11.0,15.0,5.0,17.0,58.5,29.3,76.50,B-
3,6.0,2.0,3.0,6.0,17.0,8.5,2.0,2.0,0.5,7.0,11.5,5.8,,,10.0,,3.0,10.0,10.0,10.0,,,,5.0,22.3,,,,,,,,,W
3,8.0,7.7,5.0,7.0,27.7,13.9,6.0,0.0,4.5,1.0,11.5,5.8,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,39.6,11.5,8.5,13.0,2.5,8.0,43.5,21.8,61,D
3,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,W
3,7.0,4.7,6.5,12.0,30.2,15.1,1.5,2.3,2.0,9.0,14.8,7.4,10.0,9.5,9.0,10.0,9.6,10.0,10.0,10.0,10.0,10.0,10.0,10.0,42.1,6.5,5.0,8.5,0.0,2.0,22.0,11.0,53,F
3,0.0,0.6,1.0,2.0,3.6,1.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,10.0,10.0,,,,,3.3,5.1,,,,,,,,,W
3,6.0,6.6,7.0,11.0,30.6,15.3,6.0,5.0,9.0,9.0,29.0,14.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,49.8,9.5,11.5,14.0,1.0,10.0,46.0,23.0,73,C
3,6.0,6.5,9.0,12.0,33.5,16.7,6.0,6.0,10.0,13.0,35.0,17.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,54.2,14.0,11.3,16.0,12.0,16.0,69.3,34.6,89,A-
3,8.0,4.2,8.0,12.0,32.2,16.1,3.5,2.0,7.5,3.0,16.0,8.0,10.0,9.5,10.0,10.0,9.9,10.0,10.0,10.0,10.0,,,6.7,40.7,10.0,9.3,10.5,0.0,1.0,30.8,15.4,56,F
3,4.0,5.7,6.5,7.0,23.2,11.6,,,,,0.0,0.0,,,6.0,,1.8,10.0,10.0,,,,,3.3,16.7,,,,,,,,,W
3,8.0,1.0,4.0,2.0,15.0,7.5,3.0,0.0,3.5,0.0,6.5,3.3,10.0,10.0,10.0,,7.0,10.0,10.0,,,,,3.3,21.1,,,,,,,,,F
3,5.0,5.8,8.0,10.0,28.8,14.4,1.8,2.0,0.5,8.0,12.3,6.1,10.0,10.0,9.0,10.0,9.7,10.0,10.0,10.0,10.0,10.0,10.0,10.0,40.2,8.0,5.5,12.0,1.0,6.0,32.5,16.3,56,F
3,7.0,5.1,7.5,7.0,26.6,13.3,3.5,2.0,5.5,10.0,21.0,10.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,43.8,10.0,9.0,13.0,4.5,7.0,43.5,21.8,66,D+
3,8.0,3.1,7.5,8.5,27.1,13.5,1.5,0.0,3.0,2.0,6.5,3.3,10.0,9.5,10.0,,6.9,10.0,10.0,,,,,3.3,27.0,8.5,5.5,10.0,1.0,2.0,27.0,13.5,41,F
3,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,W
3,6.0,6.1,6.0,7.0,25.1,12.5,6.0,5.5,2.5,4.0,18.0,9.0,,,10.0,,3.0,10.0,10.0,10.0,,,,5.0,29.5,,,,,,,,,W
3,3.0,1.9,4.0,4.5,13.4,6.7,,,,,0.0,0.0,,,7.0,,2.1,10.0,10.0,,,,,3.3,12.1,,,,,,,,,W
3,8.0,10.0,8.5,11.0,37.5,18.8,6.0,3.5,10.0,10.0,29.5,14.8,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,53.5,12.5,3.5,13.5,0.0,3.0,32.5,16.3,70,C
3,6.0,4.6,7.5,7.5,25.6,12.8,1.5,2.0,3.0,11.0,17.5,8.8,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,41.5,6.5,5.3,9.5,1.0,5.0,27.3,13.6,55,F
3,8.0,9.0,7.5,11.0,35.5,17.7,6.0,5.0,4.0,9.0,24.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,8.3,48.1,10.5,11.5,16.0,1.0,7.0,46.0,23.0,71,C
3,2.0,1.0,0.0,0.0,3.0,1.5,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,1.5,,,,,,,,,W
3,8.0,10.0,7.0,11.5,36.5,18.3,3.5,5.8,9.0,13.0,31.3,15.6,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,8.3,52.2,11.8,13.0,15.5,9.0,16.0,65.3,32.6,85,B+
3,8.0,8.0,9.0,10.0,35.0,17.5,1.5,5.5,11.5,10.0,28.5,14.3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,51.7,13.0,10.5,14.5,7.0,17.0,62.0,31.0,83,B
4,1.0,0.8,8.0,10.0,19.8,9.9,1.5,4.0,8.5,7.0,21.0,10.5,10.0,10.0,9.0,9.0,9.4,10.0,10.0,10.0,10.0,10.0,9.5,9.9,39.7,11.8,8.0,14.0,2.0,5.0,40.8,20.4,60,D
4,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,W
4,,,,,,0.0,1.0,1.5,0.8,4.0,7.3,3.6,,,,,0.0,,,,,,,0.0,3.6,,,,,,,,,W
4,2.0,8.4,5.0,11.0,26.4,13.2,,,,,22.1,11.1,10.0,10.0,10.0,5.0,8.5,10.0,5.0,5.0,10.0,5.0,5.0,6.7,39.4,12.3,8.0,11.0,4.0,9.0,44.3,22.1,62,D
4,8.0,7.1,7.0,10.0,32.1,16.0,1.8,5.5,7.3,11.0,25.5,12.8,9.5,10.0,10.0,7.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,47.8,8.3,11.0,10.0,3.0,9.0,41.3,20.6,68,C-
4,7.0,9.1,7.0,11.5,34.6,17.3,6.0,5.0,12.0,15.0,38.0,19.0,10.0,9.5,10.0,10.0,9.9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,56.2,14.5,11.0,16.0,6.0,15.0,62.5,31.3,87,A-
4,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,W
4,3.0,0.3,1.0,2.5,6.8,3.4,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,3.4,,,,,,,,,W
4,6.0,5.5,3.0,6.0,20.5,10.3,3.5,2.0,3.8,5.0,14.3,7.1,5.0,5.0,9.5,4.0,6.1,10.0,5.0,5.0,5.0,5.0,5.0,5.8,29.3,,,,,,,,,F
4,8.0,5.5,8.0,9.5,31.0,15.5,6.0,0.0,9.8,1.0,16.8,8.4,7.5,7.5,10.0,9.0,8.7,10.0,5.0,10.0,5.0,5.0,5.0,6.7,39.2,8.0,0.0,0.0,0.0,0.0,8.0,4.0,43,F
4,8.0,4.5,3.0,8.5,24.0,12.0,3.5,6.0,7.3,10.0,26.8,13.4,5.0,5.0,7.0,5.0,5.6,10.0,10.0,10.0,5.0,5.0,5.0,7.5,38.5,6.8,0.0,0.0,0.0,0.0,6.8,3.4,42,F
4,7.0,7.5,6.0,8.0,28.5,14.3,4.5,4.5,8.8,11.0,28.8,14.4,10.0,10.0,6.0,5.0,7.3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,45.9,10.8,8.0,8.5,2.0,6.0,35.3,17.6,64,D+
4,6.0,3.8,7.5,9.0,26.3,13.1,6.0,5.5,4.5,7.0,23.0,11.5,7.5,10.0,10.0,9.0,9.2,10.0,10.0,10.0,10.0,10.0,10.0,10.0,43.8,12.5,8.0,11.5,1.0,4.0,37.0,18.5,62,D
4,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,W
4,7.0,4.5,6.0,9.0,26.5,13.3,3.5,1.0,0.8,0.0,5.3,2.6,10.0,10.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,5.0,5.0,7.5,33.4,6.3,8.0,2.5,0.0,1.0,17.8,8.9,42,F
4,4.0,3.8,6.0,8.0,21.8,10.9,3.5,4.5,5.0,10.0,23.0,11.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,42.4,8.5,5.0,3.0,3.0,8.0,27.5,13.8,56,F
4,8.0,9.4,7.0,11.0,35.4,17.7,4.0,6.0,11.5,12.0,33.5,16.8,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,54.4,15.5,13.0,14.0,2.0,13.0,57.5,28.8,83,B
4,8.0,9.9,8.0,11.0,36.9,18.4,3.5,5.8,11.5,13.0,33.8,16.9,9.5,10.0,10.0,10.0,9.9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,55.2,10.5,4.0,11.0,3.5,10.0,39.0,19.5,75,C+
4,8.0,8.3,7.0,10.5,33.8,16.9,6.0,5.0,11.3,9.0,31.3,15.6,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,52.5,14.3,3.0,14.0,11.5,14.0,56.8,28.4,81,B
4,8.0,9.6,8.0,12.0,37.6,18.8,6.0,6.0,11.8,12.0,35.8,17.9,10.0,9.5,10.0,10.0,9.9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,56.6,14.5,12.0,13.5,13.0,18.0,71.0,35.5,92,A
4,7.0,5.8,4.0,8.0,24.8,12.4,3.5,5.5,11.0,11.0,31.0,15.5,8.0,10.0,10.0,9.5,9.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,47.4,14.3,4.0,10.5,3.5,3.0,35.3,17.6,65,D+
4,6.0,7.4,4.5,8.5,26.4,13.2,3.0,5.0,9.0,6.0,23.0,11.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,44.7,14.8,10.0,7.5,3.0,6.0,41.3,20.6,65,D+
4,6.0,8.9,7.0,11.0,32.9,16.4,6.0,3.0,9.5,9.0,27.5,13.8,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,50.2,15.0,11.0,12.5,4.0,6.0,48.5,24.3,74,C+
4,8.0,7.8,10.0,11.0,36.8,18.4,6.0,5.0,11.5,14.0,36.5,18.3,10.0,9.5,10.0,10.0,9.9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,56.5,14.3,9.0,16.0,5.5,17.0,61.8,30.9,87,A-
4,8.0,10.0,8.0,12.0,38.0,19.0,6.0,6.0,11.5,11.5,35.0,17.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,56.5,16.0,12.0,14.5,8.5,11.0,62.0,31.0,88,A-
4,8.0,8.2,3.0,8.5,27.7,13.9,6.0,5.0,7.8,6.0,24.8,12.4,8.5,10.0,10.0,10.0,9.7,10.0,10.0,10.0,10.0,10.0,10.0,10.0,45.9,12.3,2.0,1.5,3.0,3.0,21.8,10.9,57,F
4,4.0,0.0,4.0,1.0,9.0,4.5,4.0,0.0,2.0,0.0,6.0,3.0,,,,,0.0,10.0,,10.0,,,,3.3,10.8,,,,,,,,,W
4,8.0,10.0,8.0,12.0,38.0,19.0,6.0,6.0,12.0,15.0,39.0,19.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,58.5,16.0,14.0,16.0,13.5,18.0,77.5,38.8,97,A
4,8.0,4.1,7.0,10.0,29.1,14.6,6.0,4.0,8.3,9.0,27.3,13.6,10.0,9.0,10.0,9.0,9.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,47.7,13.5,9.0,11.5,5.0,8.0,47.0,23.5,71,C
4,6.0,9.9,8.5,12.0,36.4,18.2,6.0,6.0,12.0,14.0,38.0,19.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,57.2,16.0,12.5,15.0,12.5,17.0,73.0,36.5,94,A
5,6.0,4.3,6.0,11.0,27.3,13.6,3.5,6.0,10.8,10.0,30.3,15.1,6.0,0.0,9.0,4.0,5.1,10.0,9.0,10.0,6.0,0.0,10.0,7.5,41.4,10.0,7.0,6.0,3.0,7.0,33.0,16.5,58,D
5,4.0,3.2,4.0,9.0,20.2,10.1,4.5,0.0,5.0,6.0,15.5,7.8,0.0,0.0,7.0,1.0,2.4,10.0,0.0,10.0,10.0,10.0,0.0,6.7,26.9,6.3,3.0,1.0,1.0,5.0,16.3,8.1,35,F
5,6.0,8.7,7.5,12.0,34.2,17.1,3.3,4.5,9.3,8.0,25.0,12.5,0.0,0.0,10.0,0.0,3.0,10.0,0.0,10.0,6.0,0.0,0.0,4.3,36.9,7.8,8.5,13.0,0.0,8.0,37.3,18.6,56,F
5,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,W
5,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,WF
5,4.0,0.5,3.0,0.0,7.5,3.8,,,,,0.0,0.0,0.0,0.0,10.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,1.7,8.4,,,,,,,,,W
5,4.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,3.3,5.3,,,,,,,,,W
5,5.0,5.5,3.0,6.0,19.5,9.8,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,,,,,,,,,F
5,8.0,4.1,3.0,4.0,19.1,9.5,6.0,1.5,3.8,11.0,22.3,11.1,5.0,0.0,0.0,4.0,2.2,10.0,0.0,10.0,10.0,10.0,9.0,8.2,31.0,12.5,1.0,2.0,0.0,2.0,17.5,8.8,40,F
5,8.0,9.0,7.0,11.0,35.0,17.5,6.0,5.5,11.5,14.0,37.0,18.5,8.0,10.0,10.0,9.0,9.3,10.0,9.0,10.0,10.0,10.0,10.0,9.8,55.1,11.3,11.8,16.0,11.0,17.0,67.0,33.5,89,A-
5,8.0,8.4,8.0,10.0,34.4,17.2,6.0,6.0,8.0,9.0,29.0,14.5,9.0,10.0,10.0,4.0,8.0,10.0,9.0,10.0,10.0,10.0,0.0,8.2,47.9,12.5,8.0,11.0,6.0,12.0,49.5,24.8,73,C
5,6.0,9.0,5.0,10.5,30.5,15.2,3.5,4.5,6.0,11.0,25.0,12.5,2.0,0.0,10.0,2.0,4.0,10.0,10.0,0.0,10.0,10.0,10.0,8.3,40.1,11.0,4.0,13.5,2.0,7.0,37.5,18.8,59,D
5,5.0,4.5,5.0,8.0,22.5,11.3,1.5,3.5,2.0,4.0,11.0,5.5,1.5,10.0,10.0,3.0,6.2,10.0,0.0,10.0,10.0,10.0,0.0,6.7,29.6,6.3,2.0,11.0,0.0,2.0,21.3,10.6,40,F
5,2.0,0.3,0.0,0.0,2.3,1.1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.7,2.8,,,,,,,,,W
5,4.0,3.2,5.0,2.5,14.7,7.4,6.0,6.0,11.5,10.0,33.5,16.8,0.0,0.0,10.0,0.0,3.0,10.0,9.0,10.0,0.0,0.0,0.0,4.8,31.9,,,,,,,,,W
5,8.0,8.1,10.0,11.0,37.1,18.6,6.0,4.5,11.8,9.0,31.3,15.6,6.0,4.0,10.0,5.0,6.5,10.0,9.0,10.0,10.0,10.0,0.0,8.2,48.8,14.3,11.5,14.5,7.5,18.0,65.8,32.9,82,B
5,8.0,9.3,8.5,12.0,37.8,18.9,4.0,6.0,11.8,12.0,33.8,16.9,7.5,7.5,10.0,8.0,8.4,10.0,10.0,10.0,10.0,10.0,10.0,10.0,54.2,14.5,12.0,15.0,12.0,15.0,68.5,34.3,88,A-
5,8.0,4.7,6.0,9.0,27.7,13.9,3.5,4.5,10.0,7.0,25.0,12.5,3.0,9.0,0.0,7.0,4.5,10.0,9.0,10.0,10.0,10.0,0.0,8.2,39.0,9.5,3.5,14.5,2.5,5.0,35.0,17.5,57,F
5,8.0,2.4,6.0,9.0,25.4,12.7,3.0,0.5,7.0,9.0,19.5,9.8,0.0,0.0,9.0,3.0,3.6,10.0,8.0,10.0,10.0,10.0,10.0,9.7,35.7,3.0,5.0,14.5,2.5,7.0,32.0,16.0,52,F
5,6.0,6.1,6.0,9.0,27.1,13.6,4.0,5.0,2.5,3.0,14.5,7.3,6.5,10.0,10.0,4.0,7.5,10.0,10.0,10.0,10.0,10.0,0.0,8.3,36.6,4.0,2.0,1.5,0.0,3.0,10.5,5.3,42,F
5,8.0,9.9,10.0,12.0,39.9,19.9,6.0,5.5,12.0,14.0,37.5,18.8,10.0,10.0,10.0,2.0,7.6,10.0,6.0,10.0,10.0,10.0,0.0,7.7,53.9,14.8,14.0,16.0,13.0,17.0,74.8,37.4,91,A
5,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,WF
5,8.0,6.5,7.0,11.0,32.5,16.2,6.0,6.0,11.8,10.0,33.8,16.9,6.0,9.0,10.0,7.0,8.1,10.0,9.0,10.0,10.0,10.0,0.0,8.2,49.4,12.0,8.3,16.0,5.0,9.0,50.3,25.1,74,C+
5,8.0,9.7,8.0,10.0,35.7,17.9,4.0,6.0,11.8,15.0,36.8,18.4,6.5,10.0,10.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,55.2,14.8,11.8,16.0,13.0,17.0,72.5,36.3,91,A
5,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,WF
5,8.0,5.0,10.0,10.0,33.0,16.5,3.0,5.0,10.8,13.0,31.8,15.9,2.0,0.0,10.0,5.0,4.9,10.0,0.0,0.0,10.0,10.0,0.0,5.0,42.3,12.5,7.5,15.0,5.0,12.0,52.0,26.0,68,C-
5,8.0,10.0,10.0,12.0,40.0,20.0,6.0,6.0,12.0,14.0,38.0,19.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,59.0,16.0,12.5,16.0,14.0,19.0,77.5,38.8,98,A
